Time,O3_flag,SO2_flag,NO2_flag,NO_flag,CO_flag,PM10_flag,PM2.5_flag,WDir_Avg,Rain_Tot,WDir_SD,O3,SO2,NO2,NO,CO,PM10,PM2.5,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,Press_Avg,Rad_Avg,TemperatureDowntown,RelativeHumidityDowntown,SolarRadiationDowntown,RainfallDowntown,WindDirectionDowntown,PM10Downtown,PM2.5Downtown,O3Downtown,CODowntown,NODowntown,NO2Downtown,SO2Downtown
2015-11-08,OK,BDL,OK,BDL,OK,OK,OK,41.0,0.0,11.4100525580922,24.48810416666667,0.1324027777777777,4.508694444444445,0.3734305555555555,0.8087569444444443,17.110750521195275,11.55630298818624,16.992583333333332,73.77301388888888,1.7997305555555556,,806.8333333333334,210.91020833333332,,,,,,,,,,,,
2015-11-09,OK,BDL,OK,BDL,OK,OK,OK,42.0,0.0,14.15798250645032,26.11170138888889,0.1587569444444444,6.609152777777778,2.1301319444444444,0.9273402777777778,23.029173611111112,13.722791666666666,17.761743055555556,70.76311805555555,1.3902368055555556,,807.375,237.9361111111111,,,,,,,,,,,,
2015-11-10,OK,BDL,OK,BDL,OK,OK,OK,168.0,0.0,13.242179003154952,28.7985625,-0.1159513888888888,7.267166666666666,2.158208333333333,0.967965277777778,24.26549756437021,13.909923558026408,18.00122916666667,66.43047916666667,1.5742875,,807.7083333333334,242.23104166666667,,,,,,,,,,,,
2015-11-11,OK,BDL,OK,BDL,OK,OK,OK,146.0,0.0,15.206069069240437,32.66775,-0.4382847222222222,5.534979166666667,0.5196180555555555,0.8680833333333333,20.422962447844228,10.758860319666436,17.133252258512854,63.74332175121612,1.336759555246699,,806.125,242.6046560111188,,,,,,,,,,,,
2015-11-12,OK,BDL,OK,BDL,OK,OK,OK,150.0,0.0,14.109258623227213,35.81449305555556,0.3610416666666666,5.608520833333333,0.5017847222222221,0.879875,24.74623087621697,14.7327936066713,17.39959722222222,64.15193055555555,1.6952180555555556,,804.9583333333334,228.77722222222224,,,,,,,,,,,,
2015-11-13,OK,BDL,OK,BDL,OK,OK,OK,57.0,0.0,10.972453443809938,24.836393328700485,0.8982001389854065,6.056025017373177,0.4774357192494788,0.8527310632383599,18.83895066018068,9.497851182197495,18.16820833333333,64.4534236111111,2.2762979166666666,,800.0832729905866,198.3025694444445,,,,,,,,,,,,
2015-11-14,OK,BDL,OK,BDL,OK,OK,OK,41.0,0.0,9.314644670966397,21.193379694019477,0.7024547983310153,5.575730180806676,0.4669749652294854,0.8633588317107093,15.287070285316632,6.662240779401531,17.10357638888889,68.84675,2.369940277777778,,798.3166666666667,190.61909722222225,,,,,,,,,,,,
2015-11-15,OK,BDL,OK,BDL,OK,OK,OK,36.0,0.0,12.592693192819734,25.53792361111111,0.4758472222222222,4.934444444444445,0.3348680555555555,0.8624166666666666,13.611899791231732,7.594656011118832,17.483916666666666,64.61779166666666,1.6872124999999998,,803.25,217.7861111111111,,,,,,,,,,,,
2015-11-16,OK,BDL,OK,BDL,OK,OK,OK,172.0,0.0,13.857818214410733,31.320090340514245,-0.6836275191104934,4.1896733842946485,0.8523558026407227,0.9286518415566364,17.385191104933984,10.704169562195968,17.475319444444445,73.11150694444444,1.4348423611111112,,805.375,204.2074305555556,,,,,,,,,,,,
2015-11-17,OK,BDL,OK,BDL,OK,OK,OK,144.0,0.0,16.13233995459089,24.176838082001392,-0.6747671994440584,3.743488533703961,0.2597984711605281,0.9444336344683808,19.916457898399443,13.45152613240418,17.509569444444445,75.40863194444444,1.2745180555555555,,805.875,172.47722222222222,,,,,,,,,,,,
2015-11-18,OK,BDL,OK,BDL,OK,OK,OK,170.0,0.0,14.264960012686576,30.93400277970813,-0.6463238359972203,3.971243919388464,0.7303891591382905,0.9609173036831132,20.82242529534399,12.6772063933287,17.109222222222222,73.59793055555556,1.47138125,,806.1666666666666,223.4984722222222,,,,,,,,,,,,
2015-11-19,OK,BDL,OK,BDL,OK,OK,OK,160.0,0.5,15.68528168565865,27.91893055555556,-0.0990069444444444,6.511638888888889,1.5257430555555556,1.0275,31.132918693537174,21.191773296244783,16.631951388888886,77.56184722222223,1.2755145833333332,,806.25,145.68923611111111,,,,,,,,,,,,
2015-11-20,OK,BDL,OK,BDL,OK,OK,OK,144.0,0.0,14.8069069392251,28.918256944444444,14.161368055555554,5.612256944444444,16.007506944444444,1.0694444444444444,30.793284722222225,22.818354166666666,17.97934722222222,76.27727777777778,1.2436291666666668,,805.5416666666666,200.52166666666668,,,,,,,,,,,,
2015-11-21,OK,BDL,OK,BDL,OK,OK,OK,46.0,0.0,13.193943293720787,30.53755555555556,0.5405902777777778,7.991124999999999,0.6823472222222222,0.4116180555555556,36.42879861111111,23.2463125,17.792652777777775,71.83157638888889,1.6526805555555557,,805.6666666666666,195.723125,,,,,,,,,,,,
2015-11-22,OK,BDL,OK,BDL,OK,OK,OK,148.0,0.0,13.55664848264473,27.88190277777778,0.8326527777777778,6.526506944444445,0.5682638888888889,0.2983333333333333,23.2906254343294,14.808097222222225,16.348055555555558,62.88164583333334,1.549007638888889,,804.1666666666666,190.57590277777777,,,,,,,,,,,,
2015-11-23,OK,BDL,OK,BDL,OK,OK,OK,150.0,0.0,13.222629954211063,30.06645138888889,0.5186805555555556,8.007798611111111,2.2519305555555555,0.3984930555555556,25.142902777777778,12.632819444444443,15.7995625,67.65394444444443,1.3288395833333333,,803.5416666666666,221.69777777777776,,,,,,,,,,,,
2015-11-24,OK,BDL,OK,BDL,OK,OK,OK,162.0,0.0,14.97590612430992,27.08207638888889,0.5678194444444444,6.634236111111111,0.7680625,0.4718124999999999,27.638854166666665,17.09213888888889,16.85786111111111,72.07155555555555,1.1565625,,804.1666666666666,166.7429861111111,,,,,,,,,,,,
2015-11-25,OK,BDL,OK,BDL,OK,OK,OK,140.0,0.0,14.64483629661784,25.38143055555556,0.4221388888888889,4.955770833333333,0.5888333333333333,0.4661111111111111,21.63290277777778,13.903069444444442,17.156166666666667,77.06515972222222,1.2076125,,806.9166666666666,135.76965277777776,,,,,,,,,,,,
2015-11-26,OK,BDL,OK,BDL,OK,OK,OK,166.0,0.0,14.434148377590027,26.021604166666663,0.2783888888888889,3.697527777777777,0.9775625,0.4242152777777778,22.72847705146036,15.100820584144644,17.427069444444445,78.28860416666666,1.237871527777778,,808.3333333333334,142.61604166666666,,,,,,,,,,,,
2015-11-27,OK,BDL,OK,BDL,OK,OK,OK,143.0,0.0,13.559981327459994,20.62363256784969,-0.0728670842032011,3.207536534446764,1.267348643006263,0.3766875434933889,17.42542797494781,11.176715379262353,16.38422222222222,77.93413194444445,1.4025201388888888,,807.875,148.11444444444444,,,,,,,,,,,,
2015-11-28,OK,BDL,OK,BDL,OK,OK,OK,138.0,0.0,15.063119910913024,21.785888888888888,0.2751666666666666,5.304333333333333,1.4072708333333332,0.4464236111111111,24.479256944444444,16.76583043780403,16.768923611111113,75.2169375,1.224282638888889,,806.5833333333334,187.67097222222225,,,,,,,,,,,,
2015-11-29,OK,BDL,OK,BDL,OK,OK,OK,138.0,0.0,11.23537563845592,29.26453787352328,0.2749965253648367,5.526587908269632,0.4024739402362752,0.4521403752605976,30.18214186369958,19.89760250173732,16.40317361111111,71.71161805555555,1.754499305555555,,804.3333333333334,211.9828472222222,,,,,,,,,,,,
2015-11-30,OK,BDL,OK,BDL,OK,OK,OK,187.0,0.0,15.930797446441396,33.638958333333335,0.0699930555555555,5.722631944444444,1.8233472222222225,0.4395416666666667,23.36124305555556,12.326354166666668,17.06517361111111,67.67247916666666,1.2192930555555554,,803.8333333333334,228.23416666666668,,,,,,,,,,,,
2015-12-01,OK,BDL,OK,BDL,OK,OK,OK,141.0,0.0,15.102805205480234,33.401715277777775,-0.0373888888888888,4.789965277777778,0.5203819444444444,0.470625,26.806907574704656,17.091897150799166,16.96110416666667,77.23749305555556,1.356775,,806.5833333333334,188.11416666666668,,,,,,,,,,,,
2015-12-02,OK,BDL,OK,BDL,OK,OK,OK,160.0,0.0,14.982292147247165,27.195677553856846,0.016726893676164,4.260006949270326,0.63180681028492,0.4712369701181376,26.972755741127347,17.59523280055594,16.7296875,76.37506944444445,1.5475604166666668,,806.9583333333334,166.08173611111113,,,,,,,,,,,,
2015-12-03,OK,BDL,OK,BDL,OK,OK,OK,144.0,0.2,13.874796754716389,24.374326040931543,-0.0263867325335215,6.571750176429076,2.337254763585039,0.5127240649258997,24.165550847457627,13.858207480592805,14.295208333333331,81.28305555555556,1.902770138888889,,807.1666666666666,131.07361111111112,,,,,,,,,,,,
2015-12-04,OK,BDL,OK,BDL,OK,OK,OK,42.0,7.7,10.239225831797697,25.30531619179986,-0.2452536483669214,7.0168658790826965,2.06546212647672,0.4968172341904099,13.074378040305769,8.91232105628909,14.063111111111112,80.19315972222222,1.8085534722222223,,806.5199131064446,174.31541666666666,,,,,,,,,,,,
2015-12-05,OK,BDL,OK,BDL,OK,OK,OK,75.0,0.0,11.849751206292485,27.935569444444447,0.2368888888888889,8.768284722222223,1.6917777777777776,0.5484305555555555,21.582201388888887,14.256104166666669,15.11525,71.55490972222222,1.3819652777777778,,806.8773388773388,159.75444444444443,,,,,,,,,,,,
2015-12-06,OK,BDL,OK,BDL,OK,OK,OK,102.0,0.0,9.013447594948165,28.300416666666667,0.2778194444444444,6.825166666666666,0.9340625,0.4488472222222222,20.27917998610146,11.982513888888889,14.008819444444445,68.79509722222222,2.1505520833333334,,806.6153846153846,206.8295833333333,,,,,,,,,,,,
2015-12-07,OK,BDL,OK,BDL,OK,OK,OK,100.0,0.3,11.520810018775466,30.433180555555555,0.3411944444444444,7.285972222222222,1.6338819444444443,0.4967847222222222,22.34930507296734,12.227275886031968,13.991340277777775,69.27544444444445,1.6978222222222223,,808.6666666666666,188.85243055555557,,,,,,,,,,,,
2015-12-08,OK,BDL,OK,BDL,OK,OK,OK,156.0,0.0,14.188871974965831,30.1865,0.1541736111111111,6.077215277777778,1.4875833333333333,0.5433541666666666,32.49822098679639,21.18620138888889,14.0415,73.90329861111111,1.1416847222222222,,808.1666666666666,121.8865277777778,,,,,,,,,,,,
2015-12-09,OK,BDL,OK,BDL,OK,OK,OK,43.0,0.0,12.733491292766914,25.493229166666666,0.309,9.92567361111111,3.858944444444445,0.6670694444444445,38.11675469075748,23.449346768589297,14.202909722222222,66.26953472222223,1.5725458333333333,,806.25,138.63951388888887,,,,,,,,,,,,
2015-12-10,OK,BDL,OK,BDL,OK,OK,OK,149.0,0.0,13.038396815358675,35.68613194444444,0.2487222222222222,5.878284722222222,0.2977430555555556,0.5335277777777777,29.581375,17.871055555555554,14.521846527777775,61.79454166666667,1.4339381944444445,,805.4583333333334,187.43319444444444,,,,,,,,,,,,
2015-12-11,OK,BDL,OK,BDL,OK,OK,OK,176.0,0.0,14.80595779234344,32.086699096594856,0.120361362056984,6.751236970118138,1.280236275191105,0.6078109798471161,28.145990271021542,17.276365531619177,15.119,72.10989583333334,1.4285041666666665,,805.5833333333334,148.55618055555556,,,,,,,,,,,,
2015-12-12,OK,BDL,OK,BDL,OK,OK,OK,184.0,0.0,14.633308340162834,26.578040305767896,0.0903752605976372,3.58404447533009,0.4227936066712995,0.4844058373870743,16.999471855455177,12.505837387074358,16.2265,71.20058333333333,2.211407638888889,,803.7083333333334,152.3359027777778,,,,,,,,,,,,
2015-12-13,OK,BDL,OK,BDL,OK,OK,BDL,200.0,5.5,13.522186905964151,18.169847222222224,-0.0673333333333333,2.581930555555556,0.4765416666666667,0.4490694444444444,5.206548611111112,3.205486111111111,14.964972222222222,74.4669375,2.16725,,804.2083333333334,153.1376388888889,,,,,,,,,,,,
2015-12-14,OK,BDL,OK,BDL,OK,OK,OK,156.0,0.0,14.152770701657207,19.063263888888887,-0.2990347222222222,2.215868055555556,0.1516666666666666,0.4661041666666666,5.994694444444445,3.573076388888889,13.69428263888889,75.84004166666666,1.6706208333333332,,805.1666666666666,218.67451388888887,,,,,,,,,,,,
2015-12-15,OK,BDL,OK,BDL,OK,OK,OK,146.0,0.0,12.672622563983998,21.334736111111116,-0.2353958333333333,2.0156458333333336,0.6333125000000001,0.5157499999999999,8.255218902015288,5.113354166666666,14.46774236111111,73.71459027777777,2.0867319444444443,,805.4583333333334,224.45222222222225,,,,,,,,,,,,
2015-12-16,OK,BDL,OK,BDL,OK,OK,OK,162.0,0.0,13.601065549677848,17.470945100764418,0.0363446838082001,5.599610840861709,1.9001042390548992,0.541410701876303,9.049561891515994,5.194388038942976,15.04405138888889,69.82933333333334,1.795034027777778,,805.9583333333334,224.47118055555555,,,,,,,,,,,,
2015-12-17,OK,BDL,OK,BDL,OK,OK,OK,156.0,0.0,13.710933676693632,19.27219596942321,0.0001528839471855,3.696018068102849,1.0006115357887422,0.537123002084781,11.397129951355108,6.606022253129345,15.29794513888889,71.8939861111111,1.8122875,,806.2592324402607,225.0475,,,,,,,,,,,,
2015-12-18,OK,BDL,OK,BDL,OK,OK,OK,57.0,0.0,11.009614894249372,23.78009722222222,0.0124861111111111,8.292229166666667,1.7956736111111111,0.671625,26.84423611111111,14.55520138888889,13.901395833333332,75.363875,2.0554666666666668,,805.3333333333334,165.84548611111111,,,,,,,,,,,,
2015-12-19,OK,BDL,OK,BDL,OK,OK,OK,88.0,0.0,13.135481488421409,34.175152777777775,0.3522986111111111,8.9225625,2.802277777777778,0.7344583333333332,37.02463194444445,21.42671994440584,13.5138875,72.27405555555555,1.5659784722222223,,804.5416666666666,208.16090277777775,,,,,,,,,,,,
2015-12-20,OK,BDL,OK,BDL,OK,OK,OK,145.0,0.0,12.783451178548338,41.47240444753301,0.2725086865879083,8.014113968033357,0.5825225851285615,0.7227727588603197,36.570758524704246,23.76578874218207,14.936956944444445,69.6612638888889,1.23859375,,804.5416666666666,195.12819444444443,,,,,,,,,,,,
2015-12-21,OK,BDL,OK,BDL,OK,OK,OK,138.0,0.0,12.139865077962352,43.1506254343294,0.0927519110493398,7.7214940931202225,0.6515705350938151,0.7274218207088256,30.93634909596662,18.35510431154381,15.81079861111111,67.33774305555556,1.2318361111111111,,805.7083333333334,169.27215277777776,,,,,,,,,,,,
2015-12-22,OK,BDL,OK,BDL,OK,OK,OK,138.0,3.9,12.215223749663323,33.284875,-0.1485902777777777,7.957020833333334,0.5679097222222222,0.7936319444444444,33.95275886031966,21.427590277777774,15.545618055555554,74.53522222222222,1.6380645833333334,,805.9583333333334,136.57506944444444,,,,,,,,,,,,
2015-12-23,OK,BDL,OK,BDL,OK,OK,OK,140.0,0.7000000000000001,14.423998681758166,21.159666666666663,-0.2260694444444444,7.127520833333333,0.5719791666666667,0.7322083333333332,20.24942361111111,13.684569444444444,14.561611111111112,80.51966666666667,1.3013923611111111,,806.4583333333334,150.25791666666666,,,,,,,,,,,,
2015-12-24,OK,BDL,OK,BDL,OK,OK,OK,152.0,0.1,13.835867837575414,26.93165392633773,-0.2978943710910354,5.621369006254343,1.132550382209868,0.7172967338429466,18.82947185545518,13.746358582348853,14.667924305555555,76.65822222222222,1.2314222222222222,,807.0,189.69451388888888,,,,,,,,,,,,
2015-12-25,OK,BDL,OK,BDL,OK,OK,OK,160.0,0.0,13.806802933775142,26.839979166666662,-0.0165069444444444,3.164201388888889,0.2099305555555555,0.6793958333333333,20.67634027777778,14.603784722222224,14.417131944444444,74.83948611111111,1.2952326388888888,,806.4166666666666,178.23791666666668,,,,,,,,,,,,
2015-12-26,OK,BDL,OK,BDL,OK,OK,OK,180.0,0.0,11.053559315586964,24.421118832522584,-0.4905559416261292,2.937630298818624,0.2717859624739402,0.63318276580959,13.80102849200834,8.982767732962447,15.105006944444444,68.00434027777777,2.337744444444444,,805.5833333333334,226.15854166666665,,,,,,,,,,,,
2015-12-27,OK,BDL,OK,BDL,OK,OK,OK,198.0,0.0,9.969713574638693,26.492013888888888,-0.4551388888888888,1.2824305555555555,-0.0863472222222222,0.5753958333333333,8.719493055555555,5.936006944444444,15.95428472222222,61.42485416666666,3.4652423611111107,,805.7916666666666,224.6298611111111,,,,,,,,,,,,
2015-12-28,OK,BDL,OK,BDL,OK,OK,OK,152.0,0.0,15.645073850049034,21.24612925642808,-0.4140027797081306,3.1668658790826965,0.5033009034051424,0.6392494788047255,11.071348158443364,6.564058373870743,13.836297222222225,63.92905555555555,1.6901840277777775,,806.875,210.48493055555556,,,,,,,,,,,,
2015-12-29,OK,BDL,OK,BDL,OK,OK,OK,194.0,0.0,12.884788950477798,21.16707638888889,-0.4732777777777777,3.0742916666666664,0.2688402777777777,0.6908402777777778,16.571063238359972,10.92750347705146,15.318569444444446,67.84745138888889,2.243802777777778,,807.4166666666666,188.25958333333327,,,,,,,,,,,,
2015-12-30,OK,BDL,OK,BDL,OK,OK,OK,166.0,0.0,12.79708562474619,22.76981919332406,-0.4073991655076495,3.9326425591098753,0.9439847009735745,0.7378998609179416,15.327385257301808,8.993191933240611,16.222305555555554,70.32955555555556,1.3982645833333334,,807.7916666666666,203.934375,,,,,,,,,,,,
2015-12-31,OK,BDL,OK,BDL,OK,OK,OK,172.0,0.0,14.669742909530742,29.38835416666667,-0.2486458333333333,4.345694444444445,0.5494652777777778,0.7690208333333334,21.505194444444445,12.29406532314107,16.09576388888889,73.36814583333333,1.1326979166666666,,806.2592324402607,157.3790972222222,,,,,,,,,,,,
2016-01-01,OK,BDL,OK,BDL,OK,OK,OK,188.0,0.0,14.41948805591407,36.13478804725504,0.0250243224461431,3.425476025017373,0.1427449617790132,0.7902432244614316,29.99997915218902,20.000458651841555,16.913798611111112,71.53102777777778,1.337442361111111,,806.4583333333334,185.68493055555555,,,,,,,,,,,,
2016-01-02,OK,BDL,OK,BDL,OK,OK,OK,160.0,0.0,12.302307474152611,24.7273157162726,-0.3128650904033379,4.126418636995828,1.0698400556328234,0.7739847009735744,21.46925539318024,12.491696801112658,16.244291666666665,71.13922222222222,1.8678333333333328,,807.0,148.4013888888889,,,,,,,,,,,,
2016-01-03,OK,BDL,OK,BDL,OK,OK,OK,154.0,0.0,15.003858122152108,26.12640972222222,-0.2202154273801251,3.1585753995830435,0.3900625434329395,0.7301667824878388,15.230639777468706,9.355452016689847,16.258805555555554,65.06842361111111,1.3668430555555555,,806.302679217958,159.13916666666665,,,,,,,,,,,,
2016-01-04,OK,BDL,OK,BDL,OK,OK,OK,196.0,0.0,15.335322163382896,20.9063125,-0.2274305555555555,7.775791666666667,1.0137430555555556,0.7899444444444444,25.36759722222222,14.5516875,13.992847222222222,68.03737500000001,1.0941361111111112,,805.5,109.586875,,,,,,,,,,,,
2016-01-05,OK,BDL,OK,BDL,OK,OK,OK,212.0,0.0,14.127395474503272,22.93936066712995,-0.1975191104933982,3.200833912439194,0.8663655316191801,0.7542321056289089,16.190549374130736,9.630423905489923,14.02532777777778,65.27185416666667,1.8352208333333333,,804.875,210.48479166666664,,,,,,,,,,,,
2016-01-06,OK,BDL,OK,BDL,OK,OK,OK,228.0,0.0,12.457181635357944,21.88733333333333,0.1787569444444444,3.128791666666667,0.4489652777777778,0.6828263888888889,14.501662030598052,8.25145340751043,13.793154166666666,59.64984722222222,2.3112145833333333,,804.9166666666666,227.7363888888889,,,,,,,,,,,,
2016-01-07,OK,BDL,OK,BDL,OK,OK,OK,250.0,0.0,10.702420953758734,25.648659722222224,-0.3694236111111111,2.250277777777778,1.075625,0.6646527777777778,10.485677553856844,5.134444444444445,12.775000694444444,57.59866666666667,2.365692361111112,,805.4166666666666,204.38340277777775,,,,,,,,,,,,
2016-01-08,OK,BDL,OK,BDL,OK,OK,OK,202.0,0.0,12.533440798866696,30.8710701876303,-0.4063377345378735,1.681084086170952,-0.0069492703266157,0.6648783877692842,9.872842251563586,4.604700973574409,13.5998875,51.85818055555556,2.654052083333333,,805.75,229.55756944444445,,,,,,,,,,,,
2016-01-09,OK,BDL,OK,BDL,OK,OK,OK,174.0,0.0,14.88509749495153,29.048326388888885,-0.3234027777777777,2.905986111111111,0.1893472222222222,0.6867291666666666,11.357734537873524,5.812127955493741,12.319901388888889,53.88824305555556,2.3080784722222223,,807.1666666666666,210.02680555555557,,,,,,,,,,,,
2016-01-10,OK,BDL,OK,BDL,OK,OK,BDL,180.0,0.0,12.09371550238285,23.221382904795,-0.3653995830437803,2.71137595552467,0.1933287004864489,0.7105698401667825,9.163564975677554,3.888895066018068,13.850423611111111,59.19296527777777,2.32265,,808.5,195.45888888888888,,,,,,,,,,,,
2016-01-11,OK,BDL,OK,BDL,OK,OK,OK,214.0,0.0,13.994291090009442,24.05306462821404,-0.4998401667824878,1.4421612230715777,0.1125295343988881,0.7084572619874914,7.660305767894371,3.7151844119693807,13.089545138888887,64.15525694444445,2.4139,,807.2083333333334,241.68715277777775,,,,,,,,,,,,
2016-01-12,OK,BDL,OK,BDL,OK,OK,OK,164.0,0.0,12.354611299168404,22.332314107018764,-0.4282557331480194,2.212189020152884,0.2297220291869353,0.7710354412786657,11.207383437717468,5.949039665970773,12.085313888888887,64.8789236111111,1.9353173611111112,,806.625,151.17180555555555,,,,,,,,,,,,
2016-01-13,OK,BDL,OK,BDL,OK,OK,OK,164.0,5.4,15.962808080257089,18.980048611111112,-0.175,7.4365625,0.6923263888888889,0.8257638888888889,10.861959694232104,7.35963117606124,10.719027102154271,86.6646977067408,1.5752168172341905,,805.375,61.76421125781793,,,,,,,,,,,,
2016-01-14,OK,BDL,OK,BDL,OK,OK,BDL,182.0,0.3,10.54845880752155,24.34132823365786,-0.463894297635605,3.599172461752434,0.0216689847009735,0.7895062586926286,4.131956824512534,2.644491643454039,13.056798611111113,72.65374305555555,2.7668166666666667,,805.7083333333334,166.87256944444445,,,,,,,,,,,,
2016-01-15,OK,BDL,OK,BDL,OK,OK,OK,182.0,0.0,14.86160386625222,22.018881944444445,-0.2126736111111111,5.570888888888889,0.9649444444444444,0.8535138888888889,10.155458970792766,6.473986111111111,12.139110416666666,68.77790277777777,1.7886805555555554,,806.125,237.0306944444445,,,,,,,,,,,,
2016-01-16,OK,BDL,OK,BDL,OK,OK,OK,144.0,0.0,14.806432395181792,33.19389854065323,0.0011605281445448,6.698867268936762,0.5157261987491314,0.9790896455872136,20.112821403752605,12.93700557103064,11.302009027777778,56.22327083333333,1.1046631944444445,,806.7083333333334,121.48090277777776,,,,,,,,,,,,
2016-01-17,OK,BDL,OK,BDL,OK,OK,OK,166.0,0.0,12.656606478155508,43.6203125,0.0462916666666666,3.872833333333333,0.6870694444444444,0.8035555555555555,12.919255910987482,6.894140570633264,11.493572916666666,40.31492361111111,1.9760333333333333,,807.4583333333334,254.18819444444443,,,,,,,,,,,,
2016-01-18,OK,BDL,OK,BDL,OK,OK,OK,162.0,0.0,14.01462553486678,28.940916666666663,-0.3274930555555555,4.3234375,1.1463333333333334,0.8505277777777778,11.56956219596942,6.352642559109875,13.04953611111111,61.864,1.8973944444444444,,806.875,242.12006944444445,,,,,,,,,,,,
2016-01-19,OK,BDL,OK,BDL,OK,OK,OK,168.0,0.0,14.745422360056812,30.020875,-0.2355069444444444,4.362805555555555,0.9442222222222224,0.8722430555555556,17.14858333333333,10.243673611111111,12.244215277777776,64.33925694444444,1.3839930555555555,,805.1296162201303,179.198125,,,,,,,,,,,,
2016-01-20,OK,BDL,OK,BDL,OK,OK,OK,170.0,0.0,15.199191706058697,33.146520833333334,0.0490486111111111,5.866611111111111,0.7470277777777778,0.9666875,24.236361111111112,15.19856845031272,13.237163888888889,61.51354861111111,1.584638888888889,,803.9166666666666,206.4375694444444,,,,,,,,,,,,
2016-01-21,OK,BDL,OK,BDL,OK,OK,OK,116.0,0.0,13.870992137532912,39.484770833333336,0.1392291666666666,6.1430694444444445,0.8689097222222222,1.0130416666666666,25.207086230876214,15.663342599027102,12.86478402777778,51.96632638888889,1.3260555555555555,,803.625,244.0859027777778,,,,,,,,,,,,
2016-01-22,OK,BDL,OK,BDL,OK,OK,OK,166.0,0.0,13.129760833866696,50.21630555555555,1.053576388888889,6.999881944444445,0.7649027777777778,0.985375,30.1215438108484,17.37424895688456,12.850503472222222,49.759902777777775,1.4147340277777778,,804.5,235.65798611111111,,,,,,,,,,,,
2016-01-23,OK,BDL,OK,BDL,OK,OK,OK,216.0,0.0,11.855224022351717,47.06489583333333,0.4570208333333333,7.232513888888889,1.0055902777777777,0.9675347222222224,32.41636805555556,19.31876388888889,12.824766666666669,46.8460625,1.3749888888888888,,805.4166666666666,248.23131944444444,,,,,,,,,,,,
